N,P,K,temperatura,umidade,ph,precipitacao,indice_sucesso,tipo_temperatura,tipo_solo,solo_nutrientes,tipo_cultura,rotulo
135,43,16,"23,48","81,73","6,72","86,76","91,29",Moderado,Neutro,Alto,Fibra,Algodão
100,46,18,"24,19","76,04","6,43","69,08","92,79",Moderado,Neutro,Alto,Fibra,Algodão
123,39,24,"25,01","78,18","7,45","86,06","90,64",Moderado,Neutro,Alto,Fibra,Algodão
117,56,15,"25,99","77,05","7,37","89,12","88,71",Moderado,Neutro,Alto,Fibra,Algodão
121,36,24,"23,66","81,69","7,35","99,37","87,52",Moderado,Neutro,Alto,Fibra,Algodão
101,58,18,"25,67","81,38","6,65","78,6","90,2",Moderado,Neutro,Alto,Fibra,Algodão
107,42,24,"22,05","84,63","6,14","86,01","89,65",Moderado,Neutro,Alto,Fibra,Algodão
100,41,22,"22,42","84,56","7,32","93,47","88,73",Moderado,Neutro,Alto,Fibra,Algodão
125,39,21,"25,03","82,21","7,95","95,02","90,89",Moderado,Alcalino,Alto,Fibra,Algodão
105,60,23,"23,53","77,22","6,21","87,54","87,96",Moderado,Neutro,Alto,Fibra,Algodão
102,46,19,"22,77","82,6","6,63","81,5","95,55",Moderado,Neutro,Alto,Fibra,Algodão
131,49,22,"25,5","79,98","7,31","67,06","91,21",Moderado,Neutro,Alto,Fibra,Algodão
139,35,15,"25,25","83,46","5,9","86,56","86,15",Moderado,Neutro,Alto,Fibra,Algodão
108,36,19,"22,78","77,51","7,24","64,61","89,85",Moderado,Neutro,Alto,Fibra,Algodão
118,45,23,"23,37","77,43","7,98","71,68","93,85",Moderado,Alcalino,Alto,Fibra,Algodão
107,51,22,"24,87","78,22","5,98","79,57","93,56",Moderado,Neutro,Alto,Fibra,Algodão
125,60,17,"24,14","84,52","6,79","80,36","90,75",Moderado,Neutro,Alto,Fibra,Algodão
113,37,20,"25,03","79,04","7,39","97,1","91,27",Moderado,Neutro,Alto,Fibra,Algodão
131,52,16,"23,66","84,48","6,49","88,54","90,13",Moderado,Neutro,Alto,Fibra,Algodão
115,48,16,"25,54","84,09","7,18","88,94","92,21",Moderado,Neutro,Alto,Fibra,Algodão
113,38,25,"22,0","79,47","7,39","90,42","88,18",Moderado,Neutro,Alto,Fibra,Algodão
111,41,18,"23,64","78,13","6,11","80,96","95,11",Moderado,Neutro,Alto,Fibra,Algodão
111,53,19,"23,96","78,03","6,42","84,63","94,85",Moderado,Neutro,Alto,Fibra,Algodão
122,48,16,"24,65","75,64","6,31","61,83","90,55",Moderado,Neutro,Alto,Fibra,Algodão
108,46,17,"24,3","84,88","6,93","65,02","91,89",Moderado,Neutro,Alto,Fibra,Algodão
132,41,22,"24,29","81,02","7,81","90,42","91,49",Moderado,Alcalino,Alto,Fibra,Algodão
103,42,17,"24,29","84,62","6,53","81,06","92,86",Moderado,Neutro,Alto,Fibra,Algodão
133,50,25,"25,72","81,2","7,57","99,93","86,32",Moderado,Alcalino,Alto,Fibra,Algodão
127,37,18,"24,88","76,3","7,04","91,92","90,29",Moderado,Neutro,Alto,Fibra,Algodão
110,39,25,"22,61","77,34","7,21","75,14","89,09",Moderado,Neutro,Alto,Fibra,Algodão
131,38,19,"23,87","75,68","6,81","90,45","91,65",Moderado,Neutro,Alto,Fibra,Algodão
108,38,24,"23,41","76,44","7,44","78,82","90,42",Moderado,Neutro,Alto,Fibra,Algodão
122,40,17,"24,96","81,32","6,85","80,04","93,91",Moderado,Neutro,Alto,Fibra,Algodão
111,50,15,"25,17","80,3","7,88","84,62","92,01",Moderado,Alcalino,Alto,Fibra,Algodão
140,40,17,"22,73","77,08","6,01","77,55","90,38",Moderado,Neutro,Alto,Fibra,Algodão
100,40,20,"22,45","76,26","7,43","86,85","91,71",Moderado,Neutro,Alto,Fibra,Algodão
123,50,16,"23,05","75,54","6,5","70,66","91,3",Moderado,Neutro,Alto,Fibra,Algodão
107,36,21,"25,29","75,67","6,21","62,64","88,1",Moderado,Neutro,Alto,Fibra,Algodão
118,50,19,"22,96","82,34","6,36","66,48","94,01",Moderado,Neutro,Alto,Fibra,Algodão
103,51,20,"22,8","84,15","7,05","91,64","91,76",Moderado,Neutro,Alto,Fibra,Algodão
133,57,19,"23,54","75,98","7,95","84,13","91,6",Moderado,Alcalino,Alto,Fibra,Algodão
129,47,20,"24,41","80,8","6,28","98,6","93,5",Moderado,Neutro,Alto,Fibra,Algodão
116,52,19,"22,94","75,37","6,11","67,08","92,77",Moderado,Neutro,Alto,Fibra,Algodão
114,40,23,"25,54","81,14","6,75","95,43","89,82",Moderado,Neutro,Alto,Fibra,Algodão
131,60,17,"25,32","81,79","7,43","83,47","89,02",Moderado,Neutro,Alto,Fibra,Algodão
107,43,18,"22,43","81,53","6,75","65,54","91,46",Moderado,Neutro,Alto,Fibra,Algodão
123,44,21,"25,79","75,01","7,64","91,4","92,68",Moderado,Alcalino,Alto,Fibra,Algodão
112,49,25,"25,69","77,91","6,47","66,19","89,02",Moderado,Neutro,Alto,Fibra,Algodão
119,44,15,"22,15","82,86","7,09","60,65","89,13",Moderado,Neutro,Alto,Fibra,Algodão
130,59,19,"25,07","82,5","6,52","93,51","89,17",Moderado,Neutro,Alto,Fibra,Algodão
127,53,24,"22,22","76,18","6,13","70,41","88,41",Moderado,Neutro,Alto,Fibra,Algodão
134,52,18,"23,96","76,59","7,99","76,13","92,71",Moderado,Alcalino,Alto,Fibra,Algodão
109,36,18,"25,4","76,53","7,52","62,51","88,36",Moderado,Alcalino,Alto,Fibra,Algodão
100,48,17,"23,78","83,04","7,83","66,27","90,93",Moderado,Alcalino,Alto,Fibra,Algodão
132,52,19,"24,16","76,74","6,44","61,95","90,84",Moderado,Neutro,Alto,Fibra,Algodão
102,37,25,"25,31","77,92","5,91","72,83","86,91",Moderado,Neutro,Alto,Fibra,Algodão
111,39,22,"22,6","80,35","6,14","88,57","91,59",Moderado,Neutro,Alto,Fibra,Algodão
117,51,15,"22,95","78,72","6,04","99,75","89,32",Moderado,Neutro,Alto,Fibra,Algodão
136,36,24,"22,74","80,41","7,6","90,07","86,96",Moderado,Alcalino,Alto,Fibra,Algodão
134,56,18,"23,81","83,92","6,69","70,97","89,93",Moderado,Neutro,Alto,Fibra,Algodão
112,54,15,"25,46","81,57","6,18","76,89","90,39",Moderado,Neutro,Alto,Fibra,Algodão
105,56,15,"25,97","81,98","7,27","74,14","87,67",Moderado,Neutro,Alto,Fibra,Algodão
140,45,15,"25,53","80,05","5,8","99,4","87,47",Moderado,Neutro,Alto,Fibra,Algodão
126,46,25,"24,44","81,7","6,76","60,8","89,35",Moderado,Neutro,Alto,Fibra,Algodão
106,49,24,"23,04","76,47","6,98","90,65","90,07",Moderado,Neutro,Alto,Fibra,Algodão
121,53,19,"23,51","76,73","7,98","80,11","95,59",Moderado,Alcalino,Alto,Fibra,Algodão
108,60,17,"22,76","76,76","6,56","97,77","86,38",Moderado,Neutro,Alto,Fibra,Algodão
116,56,17,"24,71","77,73","7,98","85,25","92,1",Moderado,Alcalino,Alto,Fibra,Algodão
100,52,19,"23,46","82,45","7,9","93,5","91,3",Moderado,Alcalino,Alto,Fibra,Algodão
129,43,16,"25,55","77,85","6,73","78,58","92,33",Moderado,Neutro,Alto,Fibra,Algodão
118,44,23,"22,08","82,83","6,69","67,06","91,51",Moderado,Neutro,Alto,Fibra,Algodão
117,43,25,"24,69","78,51","7,84","69,31","91,02",Moderado,Alcalino,Alto,Fibra,Algodão
126,37,21,"25,85","84,17","6,61","77,03","91,38",Moderado,Neutro,Alto,Fibra,Algodão
120,48,16,"22,46","75,41","7,46","71,85","92,26",Moderado,Neutro,Alto,Fibra,Algodão
102,45,16,"23,66","77,52","7,29","74,9","92,43",Moderado,Neutro,Alto,Fibra,Algodão
131,56,20,"22,01","81,84","7,76","92,24","89,99",Moderado,Alcalino,Alto,Fibra,Algodão
114,40,17,"24,33","80,13","6,36","69,45","92,47",Moderado,Neutro,Alto,Fibra,Algodão
101,37,18,"22,92","82,69","7,64","92,92","89,03",Moderado,Alcalino,Alto,Fibra,Algodão
106,46,20,"23,44","78,63","6,2","81,15","97,08",Moderado,Neutro,Alto,Fibra,Algodão
113,38,20,"22,11","78,58","6,36","74,94","93,28",Moderado,Neutro,Alto,Fibra,Algodão
102,53,21,"23,04","76,11","6,91","91,5","90,36",Moderado,Neutro,Alto,Fibra,Algodão
110,39,18,"24,55","75,4","7,77","63,88","90,22",Moderado,Alcalino,Alto,Fibra,Algodão
107,58,15,"23,74","75,78","7,56","76,64","88,55",Moderado,Alcalino,Alto,Fibra,Algodão
120,60,15,"22,32","83,86","7,29","65,36","85,72",Moderado,Neutro,Alto,Fibra,Algodão
89,47,38,"25,52","72,25","6,0","151,89","92,76",Moderado,Neutro,Alto,Fibra,Juta
60,37,39,"26,59","82,94","6,03","161,25","89,1",Moderado,Neutro,Alto,Fibra,Juta
63,41,45,"25,3","86,89","7,12","196,62","88,73",Moderado,Neutro,Alto,Fibra,Juta
86,40,39,"25,72","88,17","6,21","175,61","93,16",Moderado,Neutro,Alto,Fibra,Juta
96,41,40,"23,58","72,0","6,09","190,42","90,16",Moderado,Neutro,Alto,Fibra,Juta
100,35,36,"25,31","72,01","6,35","190,56","86,19",Moderado,Neutro,Alto,Fibra,Juta
63,37,43,"23,42","85,09","6,66","185,74","88,75",Moderado,Neutro,Alto,Fibra,Juta
70,43,40,"24,36","88,8","6,18","169,12","93,98",Moderado,Neutro,Alto,Fibra,Juta
67,55,44,"26,28","75,15","7,25","182,27","90,47",Moderado,Neutro,Alto,Fibra,Juta
74,40,40,"25,14","83,12","6,39","169,34","95,25",Moderado,Neutro,Alto,Fibra,Juta
89,53,44,"24,89","71,92","7,32","150,25","89,89",Moderado,Neutro,Alto,Fibra,Juta
74,46,45,"25,76","88,37","6,03","189,43","92,91",Moderado,Neutro,Alto,Fibra,Juta
89,41,38,"23,13","74,68","6,34","199,84","90,19",Moderado,Neutro,Alto,Fibra,Juta
60,55,40,"24,99","88,96","7,03","151,49","89,0",Moderado,Neutro,Alto,Fibra,Juta
67,43,38,"25,22","70,88","7,3","195,86","91,36",Moderado,Neutro,Alto,Fibra,Juta
70,38,35,"24,4","79,27","7,01","164,27","91,53",Moderado,Neutro,Alto,Fibra,Juta
74,49,38,"23,31","71,45","7,49","164,5","93,68",Moderado,Neutro,Alto,Fibra,Juta
90,40,39,"25,73","81,86","6,63","191,96","92,06",Moderado,Neutro,Alto,Fibra,Juta
82,35,44,"26,97","78,21","6,24","169,84","91,23",Moderado,Neutro,Alto,Fibra,Juta
73,45,37,"23,7","74,64","6,74","181,28","94,44",Moderado,Neutro,Alto,Fibra,Juta
85,53,38,"24,9","73,84","6,59","153,9","92,34",Moderado,Neutro,Alto,Fibra,Juta
81,56,36,"23,4","72,61","7,1","174,79","92,02",Moderado,Neutro,Alto,Fibra,Juta
84,55,38,"26,87","79,79","6,96","173,1","93,62",Moderado,Neutro,Alto,Fibra,Juta
80,45,42,"23,14","75,0","7,38","151,9","93,79",Moderado,Neutro,Alto,Fibra,Juta
76,54,45,"24,29","77,63","6,18","184,98","93,02",Moderado,Neutro,Alto,Fibra,Juta
76,56,39,"24,39","89,89","6,55","197,12","91,17",Moderado,Neutro,Alto,Fibra,Juta
81,40,45,"25,76","80,76","6,43","174,51","94,12",Moderado,Neutro,Alto,Fibra,Juta
76,44,45,"25,49","84,48","6,74","168,78","94,44",Moderado,Neutro,Alto,Fibra,Juta
69,47,40,"25,37","76,24","6,13","183,83","96,1",Moderado,Neutro,Alto,Fibra,Juta
82,40,45,"26,21","81,7","6,67","180,12","92,93",Moderado,Neutro,Alto,Fibra,Juta
69,57,35,"24,31","78,54","6,19","186,23","90,56",Moderado,Neutro,Alto,Fibra,Juta
81,36,38,"23,77","87,98","6,33","150,32","89,88",Moderado,Neutro,Alto,Fibra,Juta
67,60,38,"24,8","78,53","7,16","162,28","90,54",Moderado,Neutro,Alto,Fibra,Juta
72,51,40,"23,21","74,1","7,42","199,48","92,48",Moderado,Neutro,Alto,Fibra,Juta
65,39,45,"23,67","70,89","6,77","184,46","88,65",Moderado,Neutro,Alto,Fibra,Juta
78,50,43,"25,12","85,73","6,35","159,57","94,71",Moderado,Neutro,Alto,Fibra,Juta
77,52,41,"23,89","83,46","6,1","167,72","95,27",Moderado,Neutro,Alto,Fibra,Juta
89,52,42,"23,09","81,45","6,14","196,66","91,37",Moderado,Neutro,Alto,Fibra,Juta
62,49,37,"24,22","82,85","7,48","166,14","92,52",Moderado,Neutro,Alto,Fibra,Juta
90,48,45,"24,06","71,31","6,51","153,64","90,68",Moderado,Neutro,Alto,Fibra,Juta
66,47,36,"24,85","74,44","6,57","175,57","94,42",Moderado,Neutro,Alto,Fibra,Juta
80,52,39,"26,42","76,86","7,17","197,21","93,72",Moderado,Neutro,Alto,Fibra,Juta
89,52,45,"24,89","77,01","7,21","196,47","91,17",Moderado,Neutro,Alto,Fibra,Juta
77,51,44,"23,26","82,7","7,12","166,22","93,97",Moderado,Neutro,Alto,Fibra,Juta
94,37,41,"24,76","87,06","6,46","179,16","90,65",Moderado,Neutro,Alto,Fibra,Juta
75,41,35,"24,97","78,63","6,86","166,64","94,12",Moderado,Neutro,Alto,Fibra,Juta
60,55,36,"26,13","80,49","7,13","150,63","88,27",Moderado,Neutro,Alto,Fibra,Juta
62,56,35,"25,98","81,66","6,24","163,35","88,99",Moderado,Neutro,Alto,Fibra,Juta
84,40,42,"26,28","73,36","6,7","186,69","92,2",Moderado,Neutro,Alto,Fibra,Juta
100,56,40,"26,39","83,31","7,43","176,15","90,3",Moderado,Neutro,Alto,Fibra,Juta
75,56,44,"25,27","73,75","6,11","168,04","92,27",Moderado,Neutro,Alto,Fibra,Juta
78,46,42,"23,09","78,46","7,1","155,39","95,43",Moderado,Neutro,Alto,Fibra,Juta
82,48,36,"25,79","81,77","6,35","193,24","94,41",Moderado,Neutro,Alto,Fibra,Juta
100,58,41,"23,17","87,88","6,66","160,62","86,76",Moderado,Neutro,Alto,Fibra,Juta
88,50,40,"25,63","79,95","7,05","182,26","95,61",Moderado,Neutro,Alto,Fibra,Juta
67,41,40,"25,85","87,82","7,33","152,62","91,07",Moderado,Neutro,Alto,Fibra,Juta
72,42,43,"26,57","80,9","6,35","181,29","93,7",Moderado,Neutro,Alto,Fibra,Juta
89,40,43,"26,25","72,97","7,12","189,97","90,35",Moderado,Neutro,Alto,Fibra,Juta
89,57,43,"26,92","73,2","7,0","177,22","90,0",Moderado,Neutro,Alto,Fibra,Juta
61,41,44,"24,37","82,11","6,54","159,92","90,22",Moderado,Neutro,Alto,Fibra,Juta
79,45,43,"25,72","79,16","7,17","187,17","96,17",Moderado,Neutro,Alto,Fibra,Juta
84,40,43,"25,01","88,33","7,23","169,42","92,75",Moderado,Neutro,Alto,Fibra,Juta
98,43,35,"25,41","76,44","7,32","188,64","90,09",Moderado,Neutro,Alto,Fibra,Juta
75,36,44,"23,28","74,28","6,61","153,74","89,49",Moderado,Neutro,Alto,Fibra,Juta
89,58,35,"23,99","82,09","6,1","167,06","89,81",Moderado,Neutro,Alto,Fibra,Juta
91,41,37,"24,49","83,21","6,13","192,23","91,27",Moderado,Neutro,Alto,Fibra,Juta
77,48,36,"25,87","84,1","7,36","154,84","94,19",Moderado,Neutro,Alto,Fibra,Juta
66,58,35,"23,56","79,46","7,32","185,26","89,35",Moderado,Neutro,Alto,Fibra,Juta
62,59,41,"24,22","74,89","7,18","192,49","88,6",Moderado,Neutro,Alto,Fibra,Juta
82,35,35,"25,49","86,97","7,3","176,53","90,88",Moderado,Neutro,Alto,Fibra,Juta
61,41,35,"24,97","79,48","6,84","195,76","90,1",Moderado,Neutro,Alto,Fibra,Juta
99,57,38,"24,81","82,09","6,36","156,36","88,82",Moderado,Neutro,Alto,Fibra,Juta
70,42,43,"23,17","76,67","6,51","157,12","91,73",Moderado,Neutro,Alto,Fibra,Juta
90,59,35,"24,25","89,86","7,1","175,17","88,49",Moderado,Neutro,Alto,Fibra,Juta
73,43,42,"26,58","78,01","6,31","154,82","93,31",Moderado,Neutro,Alto,Fibra,Juta
67,46,44,"26,82","78,2","7,09","153,92","92,06",Moderado,Neutro,Alto,Fibra,Juta
84,37,42,"25,5","81,13","6,69","169,93","93,33",Moderado,Neutro,Alto,Fibra,Juta
72,41,36,"24,1","80,57","6,19","176,86","93,93",Moderado,Neutro,Alto,Fibra,Juta
71,56,37,"23,19","86,21","6,49","176,1","91,25",Moderado,Neutro,Alto,Fibra,Juta
64,53,38,"26,24","78,51","6,86","183,41","92,01",Moderado,Neutro,Alto,Fibra,Juta
65,54,39,"23,75","71,15","7,12","160,09","90,21",Moderado,Neutro,Alto,Fibra,Juta
60,58,37,"26,14","79,12","6,07","171,49","89,67",Moderado,Neutro,Alto,Fibra,Juta
86,39,43,"26,15","71,24","6,43","193,1","90,03",Moderado,Neutro,Alto,Fibra,Juta
90,50,44,"26,92","73,49","6,25","171,47","91,83",Moderado,Neutro,Alto,Fibra,Juta
91,38,36,"26,52","77,17","7,29","157,85","89,33",Moderado,Neutro,Alto,Fibra,Juta
87,48,38,"23,82","80,94","7,16","190,31","94,43",Moderado,Neutro,Alto,Fibra,Juta
72,41,36,"26,51","86,84","6,07","152,98","90,27",Moderado,Neutro,Alto,Fibra,Juta
71,54,35,"26,64","70,96","7,31","199,34","88,53",Moderado,Neutro,Alto,Fibra,Juta
82,46,41,"23,33","79,8","6,58","187,31","96,19",Moderado,Neutro,Alto,Fibra,Juta
71,52,43,"26,48","73,96","6,73","180,25","92,62",Moderado,Neutro,Alto,Fibra,Juta
80,43,43,"23,79","74,37","6,01","172,64","94,94",Moderado,Neutro,Alto,Fibra,Juta
77,55,43,"25,5","76,0","6,66","193,71","92,63",Moderado,Neutro,Alto,Fibra,Juta
95,57,41,"23,25","73,65","6,43","184,77","89,1",Moderado,Neutro,Alto,Fibra,Juta
63,47,35,"26,99","89,06","7,43","193,88","89,45",Moderado,Neutro,Alto,Fibra,Juta
93,43,38,"23,61","86,14","6,99","150,24","90,09",Moderado,Neutro,Alto,Fibra,Juta
87,44,43,"23,87","86,79","6,72","177,51","93,42",Moderado,Neutro,Alto,Fibra,Juta
88,52,39,"23,93","88,07","6,88","154,66","91,35",Moderado,Neutro,Alto,Fibra,Juta
90,39,37,"24,81","81,69","6,86","190,79","91,44",Moderado,Neutro,Alto,Fibra,Juta
90,39,43,"24,45","82,29","6,77","190,97","91,05",Moderado,Neutro,Alto,Fibra,Juta
84,38,43,"26,57","73,82","7,26","159,32","90,63",Moderado,Neutro,Alto,Fibra,Juta
91,21,26,"26,33","57,36","7,26","191,65","87,15",Moderado,Neutro,Alto,Grão,Café
107,21,26,"26,45","55,32","7,24","144,69","89,35",Moderado,Neutro,Alto,Grão,Café
83,38,35,"25,71","52,89","7,19","136,73","84,76",Moderado,Neutro,Alto,Grão,Café
108,24,31,"24,13","56,18","6,43","147,28","92,72",Moderado,Neutro,Alto,Grão,Café
116,28,34,"23,44","60,4","6,42","122,21","89,29",Moderado,Neutro,Alto,Grão,Café
116,23,25,"23,41","52,27","6,87","139,37","86,25",Moderado,Neutro,Alto,Grão,Café
109,31,27,"23,06","50,41","6,97","164,5","91,08",Moderado,Neutro,Alto,Grão,Café
89,25,34,"23,08","63,66","7,18","129,88","87,63",Moderado,Neutro,Alto,Grão,Café
118,18,32,"27,65","51,11","6,35","122,84","82,57",Moderado,Neutro,Alto,Grão,Café
111,32,34,"25,47","69,35","6,39","171,38","89,82",Moderado,Neutro,Alto,Grão,Café
84,36,28,"26,74","55,55","6,12","140,63","88,32",Moderado,Neutro,Alto,Grão,Café
85,33,25,"26,21","52,51","6,91","189,09","86,6",Moderado,Neutro,Alto,Grão,Café
99,15,27,"27,04","57,28","6,5","165,69","87,8",Moderado,Neutro,Alto,Grão,Café
81,30,31,"24,65","51,94","7,03","135,14","90,39",Moderado,Neutro,Alto,Grão,Café
95,39,29,"27,35","55,99","7,13","148,98","89,55",Moderado,Neutro,Alto,Grão,Café
81,34,30,"25,18","62,26","6,65","135,01","89,96",Moderado,Neutro,Alto,Grão,Café
80,15,28,"23,11","68,0","6,7","161,89","82,89",Moderado,Neutro,Alto,Grão,Café
104,20,26,"27,23","52,95","7,49","175,73","87,64",Moderado,Neutro,Alto,Grão,Café
109,29,28,"23,26","60,52","6,72","194,18","91,72",Moderado,Neutro,Alto,Grão,Café
100,32,26,"25,23","57,53","6,04","124,23","91,57",Moderado,Neutro,Alto,Grão,Café
100,24,28,"25,6","57,73","7,1","195,77","91,64",Moderado,Neutro,Alto,Grão,Café
83,21,28,"25,57","60,49","7,47","190,23","87,56",Moderado,Neutro,Alto,Grão,Café
120,23,28,"25,67","51,29","6,88","196,27","86,24",Moderado,Neutro,Alto,Grão,Café
104,26,30,"24,41","62,66","6,41","148,7","95,12",Moderado,Neutro,Alto,Grão,Café
108,33,31,"23,69","66,76","7,39","144,66","90,96",Moderado,Neutro,Alto,Grão,Café
91,25,26,"24,53","67,0","7,48","180,51","88,63",Moderado,Neutro,Alto,Grão,Café
86,26,27,"27,13","52,89","6,08","192,43","87,92",Moderado,Neutro,Alto,Grão,Café
98,18,27,"27,56","68,49","6,52","167,44","86,58",Moderado,Neutro,Alto,Grão,Café
111,27,31,"23,59","55,28","6,04","191,4","90,98",Moderado,Neutro,Alto,Grão,Café
84,39,35,"23,18","52,14","6,96","117,31","80,66",Moderado,Neutro,Alto,Grão,Café
98,27,27,"24,71","51,29","7,24","197,64","89,97",Moderado,Neutro,Alto,Grão,Café
118,21,34,"24,39","64,73","7,23","119,63","84,02",Moderado,Neutro,Alto,Grão,Café
103,27,31,"27,16","51,59","6,69","126,18","91,62",Moderado,Neutro,Alto,Grão,Café
82,24,33,"26,54","67,1","6,81","120,65","85,46",Moderado,Neutro,Alto,Grão,Café
86,31,35,"27,01","60,77","6,49","191,45","88,35",Moderado,Neutro,Alto,Grão,Café
88,35,35,"27,56","58,46","6,78","117,94","85,71",Moderado,Neutro,Alto,Grão,Café
84,27,29,"23,32","53,0","7,17","168,26","91,45",Moderado,Neutro,Alto,Grão,Café
120,40,33,"24,24","54,3","6,73","115,16","82,0",Moderado,Neutro,Alto,Grão,Café
106,40,30,"23,43","64,11","6,78","122,68","86,05",Moderado,Neutro,Alto,Grão,Café
113,21,33,"26,02","55,83","7,28","176,9","88,71",Moderado,Neutro,Alto,Grão,Café
117,34,25,"24,84","56,77","7,21","124,41","87,0",Moderado,Neutro,Alto,Grão,Café
80,30,25,"26,24","65,64","7,49","148,38","89,63",Moderado,Neutro,Alto,Grão,Café
88,21,27,"24,43","66,02","7,23","181,64","86,47",Moderado,Neutro,Alto,Grão,Café
113,33,34,"26,0","62,14","6,56","153,48","91,62",Moderado,Neutro,Alto,Grão,Café
87,23,28,"26,22","62,27","6,98","193,75","88,08",Moderado,Neutro,Alto,Grão,Café
113,15,29,"27,1","63,55","6,78","190,24","83,83",Moderado,Neutro,Alto,Grão,Café
98,29,30,"25,64","61,03","6,22","199,47","94,25",Moderado,Neutro,Alto,Grão,Café
97,29,27,"27,75","54,37","7,21","139,86","92,89",Moderado,Neutro,Alto,Grão,Café
85,35,32,"26,25","54,29","6,85","133,11","88,16",Moderado,Neutro,Alto,Grão,Café
82,29,35,"26,67","52,24","6,25","156,15","91,05",Moderado,Neutro,Alto,Grão,Café
103,33,25,"27,1","55,75","6,91","139,5","90,62",Moderado,Neutro,Alto,Grão,Café
112,17,28,"27,63","61,26","6,78","196,65","84,22",Moderado,Neutro,Alto,Grão,Café
99,19,33,"27,54","55,52","6,27","130,64","87,14",Moderado,Neutro,Alto,Grão,Café
120,20,34,"23,57","50,56","6,91","130,38","83,02",Moderado,Neutro,Alto,Grão,Café
114,27,28,"24,99","57,93","7,16","192,87","91,51",Moderado,Neutro,Alto,Grão,Café
100,40,35,"27,56","54,41","6,96","177,82","85,79",Moderado,Neutro,Alto,Grão,Café
108,35,25,"23,98","61,11","6,97","161,53","90,48",Moderado,Neutro,Alto,Grão,Café
115,31,30,"24,23","67,38","6,84","122,41","89,36",Moderado,Neutro,Alto,Grão,Café
87,28,30,"25,6","68,66","6,54","168,84","93,25",Moderado,Neutro,Alto,Grão,Café
82,24,26,"24,31","53,57","6,09","184,41","86,82",Moderado,Neutro,Alto,Grão,Café
94,26,27,"26,37","52,26","7,46","177,32","91,15",Moderado,Neutro,Alto,Grão,Café
87,28,35,"26,56","57,16","6,76","152,06","92,63",Moderado,Neutro,Alto,Grão,Café
118,40,35,"26,35","58,51","7,46","121,56","83,41",Moderado,Neutro,Alto,Grão,Café
87,38,29,"25,2","57,88","6,65","156,15","91,06",Moderado,Neutro,Alto,Grão,Café
92,40,30,"23,36","55,19","6,03","171,7","88,02",Moderado,Neutro,Alto,Grão,Café
97,22,26,"23,61","59,69","6,07","185,16","88,86",Moderado,Neutro,Alto,Grão,Café
99,40,32,"24,18","69,95","7,05","163,27","87,39",Moderado,Neutro,Alto,Grão,Café
89,28,33,"26,44","53,84","6,99","175,37","92,02",Moderado,Neutro,Alto,Grão,Café
112,39,29,"26,12","63,37","6,73","147,8","89,01",Moderado,Neutro,Alto,Grão,Café
111,28,26,"27,77","64,48","6,94","192,71","89,07",Moderado,Neutro,Alto,Grão,Café
114,20,26,"25,56","62,67","7,28","193,59","85,8",Moderado,Neutro,Alto,Grão,Café
117,26,30,"27,92","67,97","7,08","115,23","87,13",Moderado,Neutro,Alto,Grão,Café
111,29,31,"26,06","52,31","6,14","161,34","95,1",Moderado,Neutro,Alto,Grão,Café
119,30,28,"26,36","64,58","6,51","163,63","92,52",Moderado,Neutro,Alto,Grão,Café
116,40,33,"24,91","54,15","7,04","129,55","84,58",Moderado,Neutro,Alto,Grão,Café
95,37,35,"27,31","68,42","6,35","192,43","83,89",Moderado,Neutro,Alto,Grão,Café
86,40,33,"26,14","52,26","7,43","136,3","84,71",Moderado,Neutro,Alto,Grão,Café
117,37,32,"23,11","67,06","6,79","162,58","87,08",Moderado,Neutro,Alto,Grão,Café
105,18,35,"23,53","68,44","6,74","171,88","84,85",Moderado,Neutro,Alto,Grão,Café
109,23,25,"25,12","68,48","7,01","194,88","85,76",Moderado,Neutro,Alto,Grão,Café
80,18,31,"24,03","58,85","7,3","134,68","86,23",Moderado,Neutro,Alto,Grão,Café
101,31,26,"26,71","69,71","6,86","158,86","92,55",Moderado,Neutro,Alto,Grão,Café
103,33,33,"26,72","50,5","7,13","126,81","89,09",Moderado,Neutro,Alto,Grão,Café
93,26,27,"24,59","56,47","7,29","137,7","91,98",Moderado,Neutro,Alto,Grão,Café
104,35,28,"27,51","50,67","6,98","144,0","89,74",Moderado,Neutro,Alto,Grão,Café
116,36,25,"27,58","58,53","6,17","156,68","89,03",Moderado,Neutro,Alto,Grão,Café
107,38,29,"26,65","57,57","6,35","145,11","90,69",Moderado,Neutro,Alto,Grão,Café
101,33,33,"26,97","62,02","6,91","142,86","92,36",Moderado,Neutro,Alto,Grão,Café
107,31,31,"23,17","52,98","6,77","153,12","93,41",Moderado,Neutro,Alto,Grão,Café
99,16,30,"23,53","65,44","6,39","186,17","86,08",Moderado,Neutro,Alto,Grão,Café
103,40,30,"27,31","55,2","6,35","141,48","89,2",Moderado,Neutro,Alto,Grão,Café
